date	diatoms	microcms	gncms	sncms	microzoo
20/08/2001	10.9101063446	20.7673061174	1.2720414085	0.5097230676	3.2552000203
03/09/2001	3.9431053575	176.8901882378	1.2472047797	0.1383533626	2.8660893881
10/09/2001	4.1826962931	83.4030155534	0.1514968138	0.5534134505	0.5437488621
17/09/2001	7.3954665788	5.7727828311	0.7236105401	0	1.2215371063
24/09/2001	4.7840207095	3.1171552974	0.2735929162	2.5905630387	0
09/10/2001	2.1201786859	4.2483132802	0.1708430636	0.4648432597	7.7732479138
22/10/2001	4.9637145126	2.1154504252	0.3167128302	0.0386468043	0.458145915
29/10/2001	2.9065427994	4.1315123981	0.9080224313	0.3091744344	6.7183932844
05/11/2001	1.4850045411	0.6383736951	0.3832900395	1.499799654	0.3624992414
12/11/2001	1.684281435	0.5856711669	0.2851633795	0.7203739198	0.3624992414
19/11/2001	1.4634968277	0.6748153012	0.0475473284	0	0.1812496207
26/11/2001	3.6210317145	0.4778890622	0.130755153	1.499799654	0.796703666
10/12/2001	2.1187046759	0.1904326638	0.2513352537	0.5453816924	0.0956466736
07/01/2002	3.2255490475	0.8375234405	0.1815302628	0.1363454231	0.9225606043
14/01/2002	4.0294250459	1.5197773963	0.0534907444	0.1556688252	0.4764615366
12/02/2002	1.828085013	0.05694869	0.1128043142	0	0
18/02/2002	1.0421059177	0	0.1054654871	0.4090362693	1.2449195548
04/03/2002	2.1544430142	0	0.5144367489	0	0.0971326377
19/03/2002	0.5843991801	0	0.8406371454	0.6817271155	0.8002473291
25/03/2002	0.5389110117	0.0435253495	0.4116868963	0.8567193429	0.1856848525
02/04/2002	0.0946423235	0	0.0779621141	0.0874961137	0
08/04/2002	0.3748359995	0.05694869	0.1336665657	0.3113376505	0
15/04/2002	0.4771337942	0	0.3002779931	0.3682262489	0
22/04/2002	0.6342772774	0	1.5616474579	7.3891315609	1.6024088701
01/05/2002	8.6472435113	0	0.3310741155	1.8497841088	12.54262574
07/05/2002	10.9066853287	0.0287256717	0.536212412	25.0590043929	4.0148552371
16/05/2002	2.1243561147	0	0.7701994169	3.1798540332	0.5570545575
23/05/2002	12.8917376063	0.487689664	1.0406546585	1.2839974063	2.9821746297
06/06/2002	21.0844847102	1.8236059634	4.2651301991	0.4293399115	3.3786518599
11/06/2002	44.6752957279	1.2762665612	0.9682322719	3.9656901348	13.3743322581
18/06/2002	3.0379887201	0.7313054211	0.4929417597	1.6594908075	11.7264456083
24/06/2002	11.0515244847	7.5308416022	2.9112554923	1.4621330897	14.9682857337
01/07/2002	9.1794290001	6.1134139674	0.7594121206	1.1141091151	1.6540104563
09/07/2002	3.4071936856	5.8233737651	2.2504672594	1.3634542309	0.8619769782
15/07/2002	3.0850286754	7.3102237751	0.4851566281	1.1894422436	1.108036828
22/07/2002	16.2036077182	15.6717236215	2.8150121801	3.23560383	6.6549669349
29/07/2002	13.3637330884	256.4752136419	0.7046260623	0.7010505176	0.8834161953
05/08/2002	3.5728663483	7.5830487847	1.9619101589	0.6875635481	0
12/08/2002	5.2616882244	30.9855694863	1.276070938	0.6933999806	0.8567657244
20/08/2002	0.637020894	0.9488199775	0.440096814	0.4110442088	1.5028686324
28/08/2002	0.0501895475	2.0639859824	1.4088605682	0.2726908462	1.2820530403
02/09/2002	6.2453335781	0.3416921402	1.7937417969	0.0772936086	0.6541871952
09/09/2002	2.5391435305	11.5601519736	1.6168856769	3.0152880523	0.9333322101
16/09/2002	3.5086547506	2.4201994343	0.5834790663	1.3756132846	0.4685023427
23/09/2002	13.082201245	8.9603973121	0.2301566334	0.6817271155	0.3799501279
30/09/2002	35.0945084005	0.3862955677	0.3475089526	0	0.1942652754
07/10/2002	21.6296776772	0.6097058047	3.2435558993	0	0.1402957604
14/10/2002	20.562713031	0.800670053	0.7563502786	1.4854788201	2.0717045076
28/10/2002	3.7426893242	1.0416881747	0.6900266665	0.4090362693	0
04/11/2002	3.4112137047	0.2493704366	2.3317127778	0	0.74273941
18/11/2002	2.091464347	0.7246717772	0.9897496129	0.0193234022	0.0971326377
25/11/2002	2.0034848484	0.418654656	0.4639456657	0.1363454231	0.1856848525
03/12/2002	2.1571265607	0	0.431993442	0.2045181346	0.0089388949
16/12/2002	0.8261292545	0.2232806017	0.2488455586	0.2386044904	0.0178777898
06/01/2003	0.7108211585	0.028474345	0.0930127161	0.0681727115	0.1926250474
13/01/2003	1.8631468147	0.1362639114	0.1411259834	0.1485044768	0.1995652422
22/01/2003	1.2898326573	0	0.1054654871	0	0
27/01/2003	0.7230830827	0.1116403008	0	0	0
03/02/2003	1.7410039463	0.1149026866	0.1499808121	0.7010505176	0.8735953819
10/02/2003	7.4761574313	0.0815723006	0.3296787045	0.050805858	0.568271547
17/02/2003	0.8022045071	0.3764571694	0.3222192868	0.8180725386	0
03/03/2003	1.0483883346	0.2265429875	0.1054654871	4.6357443851	0.1856848525
17/03/2003	2.5507678933	0	0.2123263853	2.1815267695	1.942164159
31/03/2003	5.3034202951	0.4778264164	0.3333583648	4.1397021222	0.1901885156
07/04/2003	12.79575664	0.3896875887	0.3433979071	4.7044072167	0.4197426313
14/04/2003	99.2598488761	0.1700552151	0.4150706813	1.3634542309	5.3337797441
22/04/2003	54.4537752119	0.6142656825	3.0575809086	9.0379987794	10.0967186759
06/05/2003	3.8014812461	1.7446814298	0.6473499863	8.6429852181	7.4366506291
12/05/2003	2.6978331078	2.1785379907	0.4469104331	6.404031324	0.3852500947
03/06/2003	2.6518282362	0.8010564206	0.5910684198	13.3266526354	0
09/06/2003	7.4638856719	1.2069087671	1.2031643855	1.6361450771	17.9701117123
16/06/2003	4.0445522283	11.9328868934	4.2620790602	0.0486362149	41.0444802591
23/06/2003	10.1992194471	59.4681510087	4.669282717	3.0583384059	48.384143888
30/06/2003	10.8339087328	126.2084038576	1.599435031	0	8.5014696959
07/07/2003	27.1116484692	54.7968521394	2.4175156463	2.4542176157	0.3991304845
14/07/2003	2.1191579487	5.5081141059	3.8870298562	2.7269084618	0
21/07/2003	6.1949828557	3.8474233775	0.9486976764	0	1.0358522538
28/07/2003	9.5462598191	3.8706382401	0.6962833805	1.6361450771	0
04/08/2003	40.2550119553	1.616091786	0.7196098656	2.5905630387	0
11/08/2003	6.3775532695	25.6415606884	0.6966090945	0	1.4447645663
20/08/2003	0.1854189817	4.1651516595	0.6565665869	0.8180725386	3.0152881267
27/08/2003	5.9597486904	2.7836481834	3.9429086636	2.2192951183	1.129678624
02/09/2003	9.7827943983	0.9442757957	0.2540810359	1.2901438812	1.5051306185
11/09/2003	5.6628793457	1.8284323263	2.6555367873	22.0146481912	1.8063524433
15/09/2003	4.1263880399	0.2268039262	0.8226459393	4.252989199	0
24/09/2003	20.4432122753	0.7212164703	0.3274000294	3.0768929166	0.3991304845
29/09/2003	15.8648144242	0.0527025281	0.8574032707	0.0772936086	4.3191850703
13/10/2003	8.6219650376	0.1369392807	0.6599901466	0.3306610526	2.2099379553
21/10/2003	14.1709655465	0.3743384515	0.2822519668	0.5647050945	0.568271547
27/10/2003	18.2262821502	0.160887522	0.9895482605	1.6747918814	1.5030711904
06/11/2003	2.45178862	0	0.243875836	0.4670064757	0.0680884522
10/11/2003	10.2197958413	1.6258515905	0.52265884	0.3306610526	0.765173389
24/11/2003	9.8236750338	0.0246236106	0.1188683209	0.2726908462	0.3825866945
10/12/2003	2.1031769807	0.0527025281	0.1069814888	0.7203739198	0
15/12/2003	0.9370349706	0.1131065251	0.2895907939	1.2657556121	0.6267859917
21/01/2004	10.6176229153	0.3385963928	0.3371381222	0.6817271155	0.4687031154
28/01/2004	2.9813312651	0.0280789175	0.0698049909	0.4090362693	0
12/02/2004	0.2713256507	0	0.3418819054	1.499799654	0.1995652422
16/02/2004	0.2249906687	0.2339580133	0.3731149873	0.3499844548	0.2285348909
23/02/2004	8.8747927307	0.1004740395	0.2598737136	4.24494991	0
01/03/2004	0.8375336464	0.1586549661	0.5378940442	3.2722901542	0.8263512339
08/03/2004	0.9103041656	0	0.4848402593	2.5121878221	0.1995652422
29/03/2004	4.6111230432	0.2389950302	0.3731149873	1.5191230562	0.4394581572
13/04/2004	10.6113091903	0.4125490466	0.8656104425	28.2156157596	1.9157548532
22/04/2004	4.1190603138	0.4529060567	1.6994209078	8.7754465073	1.7098368614
26/04/2004	0.7309951475	0.3416921402	2.4501721745	9.7146113953	1.0949588489
17/05/2004	2.1870189595	1.7879712831	10.7271662951	0.6870623844	1.66461039
24/05/2004	39.9402642918	4.0975035301	0.56262616	2.5905630387	0
02/06/2004	67.4839830696	0.9841367829	1.7297707257	3.7277476366	0.3991304845
07/06/2004	18.4732405509	1.5200551171	0.9200502933	4.2733995765	0.6283972557
14/06/2004	9.3678799487	0.7013802291	0.0653775765	1.7289875034	0.8305193046
21/06/2004	29.6583054495	0.237015433	0.586390479	0.5018786956	0
06/07/2004	50.9172302142	0.7048034721	0.0653775765	0	0.5986957267
12/07/2004	24.2555238429	4.5431717354	0.1248117369	0.7745695418	25.5807247593
21/07/2004	13.6983739817	22.7335595536	0.5641328165	20.1426081656	1.8273512608
02/08/2004	7.7212505779	13.9135088216	0.2973665804	0	0.0350739401
09/08/2004	0.5420147964	48.3806857437	0.005943416	0.5570545575	0.1995652422
16/08/2004	0.2518278016	37.7608096979	0.005943416	0.2291878494	0
25/08/2004	8.3144602592	4.5203444526	0.3624277881	0.0464212131	0
31/08/2004	13.2279452926	24.8102143618	0.7633068944	0.8523929107	1.1354151519
06/09/2004	1.6987988441	1.2633513475	0.0178302481	0	0
21/09/2004	8.4282737073	0.8249446866	0.2866793812	2.1815267695	0.1995652422
27/09/2004	3.3228367842	0.6797997785	0.5683644527	1.9088359233	0
18/10/2004	0.234348158	0.2306412869	0.6607434749	1.3634542309	0
26/10/2004	0.8919250184	0	0.2301566334	0.4476830736	0
01/11/2004	1.4408095182	0.0527025281	0.2450754688	2.2394969759	0
09/11/2004	1.0080266356	0.2270039052	0.3238558791	1.0317115703	0.1942652754
16/11/2004	1.0540361418	0.1650181983	0.0416039123	0.1363454231	0.1812496207
23/11/2004	1.0882067677	0.342804227	0.0416039123	0	1.4499969656
29/11/2004	1.6698696891	0	0.0237736642	0.8180725386	0.0680884522
06/12/2004	0.9161140123	0.3293610273	0.0832078246	0.1363454231	0.4305876936
13/12/2004	2.5380942374	0.1131065251	0.005943416	0	0.0680884522
20/12/2004	1.1195643644	0.0246236106	0.0118868321	0	0
06/01/2005	2.7598049897	0.1344737724	0.0233946638	0	0.2362779634
19/01/2005	1.1111654794	0.0921576823	0.0784202067	0.0464212131	1.5517964899
24/01/2005	1.1597835167	0.0565532626	0.0493820351	0	0.2676283649
31/01/2005	2.4514865027	0.3190305069	0.0400879106	0	0.3741765769
07/02/2005	1.9687197065	0.1002269208	0.0371162026	0.0048308505	0.108721516
15/02/2005	0.8072843065	0.2413179812	0.3238006936	0.1313793716	4.1993642778
22/02/2005	0.9477961941	0.2614220425	0.0434386191	0	3.2895654867
28/02/2005	1.5680569028	0.3934120181	0.1355012724	0.5453816924	0.3824700084
07/03/2005	1.188976799	0.5962357381	0.1767261843	0.306777202	0.4377107949
15/03/2005	2.4769642497	0.3173269893	0.2953600022	0.4380213725	1.7987181075
21/03/2005	1.1978160367	0.2491426811	0.4618735405	0.3357623052	0.5617561674
29/03/2005	3.4594222501	0.9075489243	0.0835566774	1.5239539067	3.8189685286
04/04/2005	1.3550287297	0.7686372298	0.0950946567	2.5977966435	2.69595014
11/04/2005	2.910205822	0.8556958789	0.1422817815	1.3417027325	3.7157373909
18/04/2005	40.465808407	0.92672387	0.1308530421	1.0912535048	8.6473223399
26/04/2005	3.4188698771	1.7753164597	0.0178302481	1.7695215999	2.0941440482
04/05/2005	19.4377848382	1.00065703	0.0519747427	0.8239089712	3.2074065671
09/05/2005	8.6956358146	2.9477180048	0.2926693521	3.1115200764	4.3366163116
16/05/2005	25.9818165468	1.0282866543	0.0705026964	1.2205763096	6.0841330183
25/05/2005	37.073623558	6.8222434597	0.0259873714	0.8544151184	14.9644523541
01/06/2005	0.7252390758	196.9371323491	1.0241083704	30.4880036553	59.2241908725
06/06/2005	1.2367276524	56.8136949629	0.0319307874	11.8518345421	8.7022198236
13/06/2005	6.7073462029	39.524806079	0.1018939627	15.1661674151	21.1273832401
20/06/2005	9.1490311108	10.1076153168	0.005943416	0.2785272788	2.9501534886
27/06/2005	20.3734709263	12.0739121603	0.1254491471	2.03211635	16.8182756267
04/07/2005	14.3510691754	6.0711054667	0.110590607	0.3810314061	4.2938105007
11/07/2005	19.027932278	14.0886519631	0.1708399695	0.7862424069	9.3550621147
25/07/2005	70.0149556534	115.7507414276	0.2847186533	0.678391967	107.9165622603
01/08/2005	47.1474446423	310.3487441642	0.2235696189	0.0928424263	8.555706456
08/08/2005	23.0054253542	14.2480778782	0.0840637145	0.8180725386	10.7975007253
15/08/2005	33.3586647999	2.7159396228	0.0482450339	0.6817271155	6.2000899816
30/08/2005	0.4808241603	19.61046076	0.1493809957	0.0928424263	21.4867420584
05/09/2005	0.4756358945	2.8967734806	0.0319307874	0.0681727115	24.6136122755
12/09/2005	0.0678964484	2.5616312864	0.0870354226	0	20.5731784753
19/09/2005	27.8806605796	23.5841759207	0.5701242743	1.0157529304	7.612289516
26/09/2005	19.0105227979	0.8173284683	0.0497610355	0.1363454231	0.5989133668
03/10/2005	8.7423365381	0.7544063502	0.133642935	0.0339798085	7.2320501102
10/10/2005	7.0534996416	0.5658623756	0.0779621141	0.3306610526	0.5328174849
17/10/2005	0.7321717255	0.3280170002	0.0668332828	0.1460071242	0.1727643917
07/11/2005	1.2740163691	0.1433909611	0.072018698	0	0.1142828185
15/11/2005	0.605104837	0	0.0349024954	0.1363454231	0.0407990878
22/11/2005	1.1481863935	0.1723749241	0.0371162026	0	0.5007787834
28/11/2005	0.7447014425	0.1149166161	0.0430596187	0.0681727115	0.3963870601
05/12/2005	1.5725967642	0.1136161431	0.0512167419	0	0.0271115527
12/12/2005	3.3214652917	0.1717246877	0.0913046525	0	0.0622394801
19/12/2005	2.1192140702	0.1149166161	0.0731255516	0	0.1899279741
03/01/2006	3.2925936936	0.2190211994	0.002971708	0.0121590537	0.555126144
09/01/2006	2.8172037387	0	0.0089151241	0	0.1452140886
16/01/2006	1.9527338298	0.1697739782	0.0241225169	0.0681727115	0.2705117394
23/01/2006	1.5887230661	1.0021440399	0.0319307874	0.0681727115	2.4028285223
06/02/2006	0.9815681053	0.1366792908	0.0668332828	0	0.0356113385
13/02/2006	1.2866905352	0.2298332322	0.1427398742	0	0.3178210523
21/02/2006	1.4734727022	0.7235472772	0.1153137318	0.0426079447	0.2865237891
27/02/2006	4.1093897619	0.096418563	0.1018939627	0.1724397184	0.8637052726
06/03/2006	1.7672043079	0.1723749241	0.0497610355	0.0681727115	0.1858856207
15/03/2006	17.6556294202	0.3119151508	4.1519642379	3.0677720196	1.8351869828
20/03/2006	2.277999423	0.1395402267	0.0764762601	0.443122625	0.9056584639
29/03/2006	4.6754690813	0.1038445934	0.2830099676	1.8183709093	0.3728529409
03/04/2006	2.9670023321	0.2979821923	1.4988849524	3.8466569498	0.1363235999
11/04/2006	10.3789757422	1.1172687961	0.3715613919	1.4015602312	6.6219838998
18/04/2006	117.8218125624	2.5364970559	0.362842046	1.5328006363	7.6224883304
25/04/2006	32.7572688862	1.9916290157	0.3607865232	32.8230296626	6.8000270823
04/05/2006	80.0036606436	1.1212192298	0.1011359618	56.128756733	0.682150767
08/05/2006	13.2224077765	0.3638115059	0.1099531968	9.883503944	0.4737114561
15/05/2006	1.4838733882	0.9984494405	0.1946167278	15.3317010236	0.7836600994
23/05/2006	0.7240463254	0.9479086576	0.1004721338	5.7849863008	9.4548731237
06/06/2006	21.9114557024	1.8861109639	0.0237736642	1.9140979155	11.9688116148
12/06/2006	2.0321618301	3.4718713629	0.0345286184	1.658045026	2.6000530593
20/06/2006	6.0855500737	5.3948944601	0.0794781158	0.6462558767	6.7295177202
27/06/2006	2.6416991036	31.2343421362	0.0341444946	0.5058945746	18.0954921626
03/07/2006	1.6337424104	26.5324942869	9.8736222839	5.5563210511	22.2879256225
10/07/2006	7.2270402599	18.2456751393	5.0390552044	4.5922413883	35.4186954285
17/07/2006	3.7305553585	6.8808681613	2.2772498012	4.3688899716	38.967586526
07/08/2006	14.3243719535	1.4053656187	0.1547848906	2.3918813367	4.7368547349
14/08/2006	63.2041359031	4.0378892171	1.7857233155	1.4809663719	20.0136369839
21/08/2006	7.9195352458	20.8739275218	5.070919739	5.5677772002	20.3503036368
29/08/2006	95.176011277	7.3998929966	0.9060099289	8.195633263	10.9443936821
04/09/2006	13.0934627706	33.9037944622	2.6589980396	8.1824302821	6.8116350354
12/09/2006	1.8074325335	10.3459162275	0.2258384589	2.029789503	23.3952475937
25/09/2006	3.2564691239	3.3373317755	2.0388703809	1.2794396414	9.3626760329
03/10/2006	7.9052831248	1.0725526596	1.2495809717	2.1801120156	8.3077110231
09/10/2006	5.4383314268	0.3443554036	0.0430596187	0.3451282623	4.8707846551
30/10/2006	0.9757092002	1.1059276797	0.3290902388	2.1605809553	4.4360808674
06/11/2006	4.893015844	0.4563901491	0.5626323637	0.3036838889	2.6342017833
12/12/2006	1.0066283401	0.2004538417	0.0513259818	0.0681727115	0.3537821956
18/12/2006	0.7155909508	0.285333866	0.1867971065	0.8180725386	0.6098728138
15/01/2007	1.4619731392	62.5265586055	0.2987182094	0	3.3285912732
22/01/2007	0.6453585849	0.1357742454	0.0876841835	0	0.9928952815
29/01/2007	0.8849678343	0.1956980618	0.3663765525	0.2823525473	0.6909458844
05/02/2007	0.5282107117	0.5074677231	0.2581345597	0.0681727115	1.238141475
16/02/2007	0.7957753923	0.2298332322	0.3614842287	0.2045181346	2.2989700162
20/02/2007	1.2056796107	0.2298332322	0.2275012942	0	0.0928424263
26/02/2007	0.5941227524	1.0058340399	0.623018388	0.1363454231	1.0017040073
07/03/2007	0.8536534633	0.8703841033	0.4516495437	0.4868706819	2.1206378646
12/03/2007	0.5837514277	0.5158166823	1.2625931544	1.3634542309	1.9593057327
20/03/2007	0.7766730926	1.2151339516	0.68676844	0.4090362693	3.5125587874
26/03/2007	1.3197689414	0.8703841033	0.5015687636	0	5.7744986101
10/04/2007	0.2053649911	0.5652321867	12.8949158831	3.1456064322	2.1709653914
16/04/2007	0.7798588649	0.9767912368	3.9502287316	4.6850838145	6.8673948858
23/04/2007	3.6708536703	0.4022081563	0.661282996	4.3232744426	1.1747836495
30/04/2007	5.35400316	0.1723749241	3.8012315214	2.6441671727	3.5292475079
08/05/2007	2.4279913171	1.6369115428	5.5828676074	2.6655524229	14.5703408931
21/05/2007	9.8148314316	0.2872915402	1.8817091715	0.1068195158	2.860269333
04/06/2007	3.3247213451	0.4596455702	0.483203667	0.3408635577	11.3955645487
11/06/2007	13.9195090715	1.7893114623	0.9370637321	0.5265484102	16.8349591945
25/06/2007	40.5723515805	2.3766794667	3.2410795185	2.0023590802	25.8410483267
09/07/2007	174.2490144205	2.0115026449	1.5410840713	2.3907415138	25.917469715
16/07/2007	96.9653718867	5.4196553318	2.2100400791	2.5702397402	49.6999927838
23/07/2007	45.8796985026	13.0181454264	4.5334402314	6.2769983207	26.4031378922
30/07/2007	22.8542168939	6.3795566477	8.3640818908	3.1699324026	5.4217507847
06/08/2007	0.5000746371	0.9862906297	2.8398434972	0.1068195158	1.7934602219
13/08/2007	3.1039751273	6.3906802756	7.9372793531	0.7788849302	7.687944737
20/08/2007	6.3947578716	1.2210753139	2.2250106332	2.1879436465	0.9742520705
03/09/2007	10.1643271652	1.7055065672	1.5889975861	3.6050526954	3.4865554633
10/09/2007	2.1128818594	1.0530047854	3.4636896194	3.4880196308	0.5714277439
17/09/2007	10.9692550532	0.6139209017	0.2484053213	0.6903072085	4.5492662397
02/10/2007	5.5599206855	0.2790804534	0.5093486253	0.0676319075	6.5450651541
08/10/2007	2.4007529209	0.3413428132	0.5977890175	0.9152303533	4.09162861
25/10/2007	1.6990570616	0.0561578351	0.2514331428	0.4283596714	1.4201964617
30/10/2007	1.8800756041	0.3285401685	0.2057831528	0.0681727115	2.2552599636
12/11/2007	1.5331914894	0.057458308	0.115994502	0.1653305263	0.4012885924
22/11/2007	1.8909262678	0.1149166161	0.3672426224	0.7788849302	0.3867314535
26/11/2007	1.2718012467	0.1052595668	0.1011359618	0.4090362693	0.3832816078
11/12/2007	1.6170748303	0.1149166161	0.0371162026	0	0.4047921363
28/01/2008	0.2685883098	0.3447498483	0.4542445876	0.4868706819	0.5113620031
13/02/2008	2.1167671651	0.1366792908	0.2101225899	0.3408635577	0.2215805171
20/02/2008	1.2874117832	0.2515959069	0.2300963381	0	0.8258865988
27/02/2008	0.2216309785	0.4239708311	0.4690655339	0.6033518988	2.9133296215
05/03/2008	0.3068503083	0.1723749241	0.4935369036	1.5437927709	1.4912550297
17/03/2008	6.186468035	0.4596664644	0.4409020491	0.5453816924	0.3835507663
31/03/2008	12.1090045876	0.1149166161	1.2317220456	0.9834030649	1.3094161047
07/04/2008	6.0971108167	0.1149166161	1.0161678788	0.4186979704	0.6243089302
14/04/2008	6.2842965739	0	0.1946029874	1.7962678036	0.2785272788
21/04/2008	0.4401718469	0.3447498483	0.9895711324	1.0907633847	1.5871554515
28/04/2008	5.4447204538	1.6344019361	3.4959944483	3.7591608361	17.3483812864
06/05/2008	6.9115074145	1.5508646992	1.4470142714	11.4791556145	5.2265471089
12/05/2008	12.9207458717	2.2345543274	0.3130810104	165.0732671943	1.8224898046
19/05/2008	4.1608999345	2.1139983708	0.8502451957	4.0772644752	3.5005535235
28/05/2008	6.191151657	1.2706678405	0.8071897589	1.0922337448	5.3085661966
02/06/2008	22.4822950139	1.1576756435	0.1900786346	0.7165486513	3.1290010993
09/06/2008	112.4328520281	1.77978229	0.8683787151	3.4126072215	14.4722844105
16/06/2008	14.0366221297	4.0508998178	3.3499324769	2.0825041663	28.3667898092
23/06/2008	28.569562733	3.5460958295	1.7687326883	2.7377474627	8.3829748273
30/06/2008	38.4930114686	0.5455991174	0.2267940301	0.6817271155	8.8333334084
14/07/2008	35.0524394468	26.4852175898	0.4951709314	6.1457194058	61.3532909346
21/07/2008	41.4216078823	36.793632119	0.5047324268	12.6289781771	130.4263989965
28/07/2008	2.43673305	1.6039132337	0.8614856565	1.2656467132	6.5565860987
20/08/2008	7.9476111279	15.6764471629	1.4887605301	0.5013378916	74.8733331766
26/08/2008	227.0525777963	1.7803186412	1.4394977308	2.635035232	57.607339715
02/09/2008	22.1921333721	0.9380590712	2.4860038913	1.6999913565	35.3462644604
10/09/2008	37.1670912131	4.3760051674	2.6580745162	0.649807542	104.5995135195
15/09/2008	1.9671788007	2.3063180164	1.6426264471	2.9560777367	32.592984334
22/09/2008	3.6213851907	1.7479173325	1.4096233689	5.998657812	7.2648286451
06/10/2008	2.5486855332	0.1723679594	0.1501389965	0.4670064757	2.0991707592
13/10/2008	4.3685244044	0.5091050121	1.1083330938	2.0156554391	3.1584090064
21/10/2008	11.9754484374	1.0840876935	0.5745686148	0.7386157139	7.6625699268
27/10/2008	10.5783372939	6.0128530153	0.4897934543	2.4826619149	7.7537207814
03/11/2008	2.3560641575	0.1643551638	0.0772041133	0.6033518988	11.0998155292
17/11/2008	0.3057279993	0.366512523	0.2018952595	0.0681727115	3.899927955
26/11/2008	0.7494080632	0.1149166161	0.2057831528	0.2045181346	0.6294365721
01/12/2008	0.9911904038	0.1723749241	0.2792575572	1.2367705089	0.1684304773
08/12/2008	0.7647660092	0.057458308	0.2088617111	0	0.4578752909
15/12/2008	0.7352537931	0.057458308	0.0541884499	0.0193234022	0.1002686774
22/12/2008	0.7112340681	0.1149166161	0.0200439553	0.1363454231	0.1352792199
05/01/2009	0.8763647902	0.057458308	0.0935183597	0.1121658285	0.0230696932
13/01/2009	0.7158828776	0.1723749241	0.1143203159	0.1460071242	0.0585425944
21/01/2009	0.7673583261	0.057458308	0.115994502	0.0193234022	0.325479857
26/01/2009	1.1080091214	0.4022081563	0.185041492	0.0289851032	0.2945974732
11/02/2009	3.6306787239	0	0.2169119841	0	0.6364320782
16/02/2009	0.3464240812	0.057458308	0.22498113	0.0193234022	0.1999668077
23/02/2009	0.4617606306	0.8458281353	0.4164306794	0.228295438	1.4299273263
02/03/2009	0.5759945244	0.9603452279	0.5624586304	0.6516604042	0.2948244042
09/03/2009	1.3309807284	1.1880718979	0.5107673353	3.7972668364	0.5632944118
16/03/2009	1.8785663214	1.4795695977	1.0803749912	1.3516293138	1.6155619668
23/03/2009	0.5128390914	2.2851916005	0.7024688218	3.503089372	1.7364880586
30/03/2009	1.9719765589	1.0874947286	0.2593759681	3.3007344534	0.5265330866
14/04/2009	6.3735167458	1.2045179068	1.3977005979	1.7333028919	1.0724991437
21/04/2009	0.8876000256	1.3160274878	2.4696722587	3.1445248242	2.4761643324
27/04/2009	18.6382631693	1.7932365379	1.8101233908	1.6757721214	1.6598213243
05/05/2009	5.3623602025	1.6415237431	0.9423171635	0.7310665449	0.8596059698
13/05/2009	77.801218273	4.0273064423	4.1570391763	3.2656198573	9.9841102237
02/06/2009	21.5238426818	4.697730134	1.6580339161	3.8701997398	25.4303813948
08/06/2009	2.9055676668	9.284935292	1.2552887354	8.1000963195	22.5060234608
15/06/2009	0.8741109346	4.2925867255	1.9324812661	3.3663098802	18.3910916448
22/06/2009	31.8742969015	4.6830663997	2.2955871078	4.8732699512	10.4207972724
29/06/2009	22.244457983	9.7807116968	4.4131931413	17.868635765	27.0754993534
07/07/2009	8.6555067756	10.0076658341	2.2995122526	11.1407933409	46.4894157748
13/07/2009	5.0312493159	8.5549847259	2.0814292377	7.1071275542	33.6084312214
20/07/2009	29.7275384189	8.8000784884	0.6122342504	2.6080723365	12.5968705166
27/07/2009	18.4916551098	3.0414603087	1.5113661787	2.5250822219	15.4608929289
11/08/2009	6.7130951357	3.3675845435	5.60302515	2.7309243409	9.3522988697
17/08/2009	2.2071998838	4.1057421342	2.6652672053	3.1560241264	1.6440391238
24/08/2009	5.0978627793	604.978417269	0.6088109985	1.9065562774	2.5418923325
01/09/2009	2.6167645932	293.6148458508	0.9437229587	2.0692766208	6.9669392003
07/09/2009	10.088307328	273.9318675055	0.9358911655	1.6905558882	7.5594548066
14/09/2009	8.6009228849	23.4046384382	0.9041102227	0.4772089808	4.9283634177
22/09/2009	18.6157788133	2.820619304	1.0399547326	0.2141798357	4.4113596034
28/09/2009	2.3755217188	2.9229250916	1.5250924025	2.0773420152	12.5107899743
07/10/2009	16.8121687906	2.5002726445	0.5009736198	0.1068195158	6.9679895759
12/10/2009	1.8695393982	14.2629481205	1.0367278166	0.369848661	11.1935197233
19/10/2009	5.3279959586	0.6527463131	0.306537778	0.2767067252	4.0222839747
26/10/2009	2.6127489301	1.0232322753	0.6095425815	0.4186979704	1.8097131752
09/11/2009	2.0285216243	0.691938939	0.3275025911	0.4227138494	0.1089608878
01/12/2009	6.5479100754	0.0561578351	0.0373082645	0.0681727115	0
09/12/2009	1.1137352314	0	0.0172643092	0.0681727115	0
15/12/2009	1.3882712358	0.1136161431	0.0141005393	0.1363454231	0.1851376588
21/12/2009	0.2800928202	0.0217626748	0.0751485905	0.0681727115	0.0230696932
04/01/2010	0.9344179258	0	0.0482450339	0.0193234022	0.0407990878
11/01/2010	0.4139523394	0.1436422877	0.1510551818	0	0.0022592961
18/01/2010	0.4161272613	0.0217626748	0.0810920065	0.0340863558	0.140329377
26/01/2010	0.2357894993	0.3320699713	0.3591685738	0.0241542527	1.3724617816
01/02/2010	0.9454085079	0	0.0664241348	0	0.1681580715
08/02/2010	1.5559269707	0.142592489	0.2267432934	0.2823525473	0.5285368081
15/02/2010	0.3641777954	0.3688150771	0.2798550374	0.1945860316	0.4522341038
